"","Timestamp","Age","Gender","self_employed","treatment","work_interfere","tech_company","seek_help","anonymity","mental_health_consequence","phys_health_consequence","coworkers","supervisor","mental_health_interview","phys_health_interview","mental_vs_physical","obs_consequence","comments","PersonID","CompanyID","CountryID"
"306","8/27/14 14:22",26,"male","No","Yes","Often","Yes","Don't know","Don't know","Maybe","No","Some of them","Some of them","Maybe","Maybe","Yes","No",NA,1738,286,8
"307","8/27/14 14:22",30,"queer/she/they","No","Yes","Rarely","Yes","No","Don't know","Maybe","No","Some of them","Yes","No","No","Don't know","No",NA,4154,1199,46
"308","8/27/14 14:22",26,"M","No","No",NA,"Yes","No","Don't know","No","No","Some of them","Some of them","No","No","Don't know","Yes",NA,3409,1020,46
"309","8/27/14 14:22",25,"Male","No","No",NA,"Yes","Don't know","Don't know","No","No","Some of them","Yes","No","No","Don't know","No",NA,4210,292,46
"310","8/27/14 14:23",27,"Male","No","No","Sometimes","Yes","Yes","Don't know","Maybe","No","Some of them","Yes","No","Maybe","Don't know","No","The thought of going through my employer directly to get help is fucking scary.Getting help is the hardest part of getting help.",4003,317,46
"311","8/27/14 14:23",25,"Male","No","Yes","Often","No","Don't know","Don't know","Yes","Maybe","No","No","No","Maybe","Don't know","No",NA,2334,977,8
"312","8/27/14 14:24",35,"male","No","Yes","Rarely","Yes","Yes","Don't know","No","No","Some of them","Yes","No","No","Don't know","No",NA,1335,810,46
"313","8/27/14 14:25",36,"Male","Yes","Yes","Never","Yes","No","Don't know","Maybe","No","Some of them","Yes","No","No","Yes","No",NA,3119,748,46
"314","8/27/14 14:25",26,"Male","No","Yes","Sometimes","Yes","Don't know","Don't know","Yes","No","No","No","No","No","No","No",NA,3414,191,46
"315","8/27/14 14:26",27,"Male","No","No",NA,"Yes","Don't know","Don't know","No","No","Yes","Yes","Maybe","Maybe","Yes","No","Don't know because I haven't checked not because it's difficult to find out. If you didn't have the don't know option I would've looked up the answer.",4031,275,46
"316","8/27/14 14:27",30,"male","No","No",NA,"No","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No",NA,4774,646,46
"317","8/27/14 14:27",29,"M","No","No",NA,"No","Don't know","Don't know","Maybe","No","No","No","No","Maybe","Don't know","No",NA,4627,1204,46
"318","8/27/14 14:27",25,"Male","No","No","Never","No","Yes","Yes","No","No","Some of them","Yes","Maybe","Maybe","Yes","No",NA,3764,805,46
"319","8/27/14 14:27",22,"Female","No","Yes","Often","Yes","Yes","Yes","Maybe","No","No","Some of them","No","No","Yes","Yes",NA,1491,337,46
"320","8/27/14 14:28",29,"male","No","No",NA,"Yes","No","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No",NA,1792,142,26
"321","8/27/14 14:28",41,"Male","No","Yes","Rarely","Yes","Yes","Yes","No","No","Some of them","Yes","Maybe","Maybe","Yes","No",NA,4122,1171,46
"322","8/27/14 14:28",29,"Male","No","Yes","Sometimes","Yes","Don't know","Don't know","Yes","No","Some of them","Some of them","No","Maybe","No","No",NA,2712,985,46
"323","8/27/14 14:28",32,"Male","No","No","Never","Yes","Yes","Yes","No","No","Some of them","Yes","Maybe","Maybe","Yes","No",NA,4369,1041,46
"324","8/27/14 14:28",24,"female","No","Yes","Sometimes","Yes","Yes","Yes","Maybe","No","Some of them","No","No","Maybe","Don't know","No",NA,4371,204,46
"325","8/27/14 14:29",25,"Male","No","Yes","Rarely","Yes","No","Don't know","Maybe","No","No","No","No","No","Don't know","No",NA,4014,1166,46
"326","8/27/14 14:30",25,"m","No","No",NA,"Yes","Don't know","Don't know","Maybe","No","No","No","No","Maybe","Don't know","No",NA,3083,788,46
"327","8/27/14 14:31",30,"Female","No","No","Never","Yes","Yes","Yes","Maybe","Maybe","No","Some of them","No","No","Don't know","No",NA,3261,1129,46
"328","8/27/14 14:31",25,"Male","No","Yes","Sometimes","Yes","Yes","Don't know","No","No","Yes","Yes","No","No","Yes","No",NA,3920,1021,46
"329","8/27/14 14:31",30,"Male","Yes","No","Never","Yes","No","Don't know","Maybe","No","Some of them","Some of them","No","Maybe","Don't know","No",NA,2615,524,46
"330","8/27/14 14:32",33,"male","Yes","Yes","Rarely","No","No","Don't know","Yes","Yes","No","No","Maybe","No","Yes","Yes",NA,2515,857,18
"331","8/27/14 14:32",24,"Male","No","No",NA,"Yes","Yes","Yes","No","No","Some of them","Some of them","No","Maybe","Yes","No",NA,3075,39,46
"332","8/27/14 14:33",25,"Male","No","Yes","Sometimes","Yes","Don't know","Don't know","Yes","Maybe","Some of them","No","No","No","No","No",NA,1556,1031,8
"333","8/27/14 14:34",31,"Male","No","No",NA,"No","No","Yes","Maybe","No","No","No","No","Yes","No","No",NA,3962,972,46
"334","8/27/14 14:37",45,"Male","Yes","Yes","Often","Yes","No","Don't know","No","No","No","No","No","No","Don't know","No",NA,2818,997,22
"335","8/27/14 14:37",29,"m","No","No",NA,"No","No","Don't know","Maybe","Maybe","Some of them","Some of them","Maybe","Maybe","No","No",NA,1515,333,36
"336","8/27/14 14:37",46,"M","No","No","Never","Yes","Don't know","Don't know","No","No","Some of them","Some of them","Maybe","Maybe","Don't know","No",NA,1404,373,46
"337","8/27/14 14:38",30,"Male","No","Yes","Sometimes","Yes","Don't know","Don't know","Yes","Maybe","No","No","No","Maybe","Don't know","No",NA,1406,573,45
"338","8/27/14 14:38",29,"F","Yes","No","Sometimes","Yes","No","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No",NA,1017,568,46
"339","8/27/14 14:38",24,"Male","No","No",NA,"Yes","Don't know","Yes","Yes","No","No","No","No","Maybe","Don't know","No","I think there might be some bugs in my thought but I haven't sought treatment because they're not worse than annoying and I worry about having the label.",1873,844,46
"340","8/27/14 14:38",29,"male","No","No",NA,"Yes","Yes","Yes","No","No","Some of them","Yes","No","Maybe","Yes","No","I think a lot of our policy is based on a situation that occurred in the past 5 years. A very public mental illness happened with a coworker that unfortunately ended negatively. It was definitely a catalyst to talking about our options but the overall sentiment of it being OK to take time off talk with your supervisors etc. has always been there. It's a great company.",4701,287,46
"341","8/27/14 14:38",35,"Male","No","No",NA,"No","Don't know","Don't know","No","No","Yes","Yes","No","No","No","No",NA,1282,37,46
"342","8/27/14 14:39",33,"f","No","No","Sometimes","Yes","No","Don't know","Yes","Maybe","Some of them","Some of them","No","Maybe","No","No",NA,1507,595,46
"343","8/27/14 14:39",27,"Male","No","No","Sometimes","Yes","Don't know","Don't know","Yes","No","No","No","No","Maybe","No","No","Regardless of a stated lack of negative consequences for discussing mental health issues with coworkers/superiors unconscious bias is a very real thing - as long as I don't *need* to inform my co-workers my mental health issues do not need to be public knowledge.",1173,1108,46
"344","8/27/14 14:41",36,"Male","No","No",NA,"Yes","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","No","Don't know","No",NA,1124,1247,46
"345","8/27/14 14:41",33,"Male","No","No","Rarely","Yes","No","Don't know","Yes","Maybe","No","No","No","Maybe","No","No",NA,4350,721,45
"346","8/27/14 14:44",25,"F","No","Yes","Sometimes","Yes","No","Yes","No","No","Some of them","Yes","No","No","Don't know","No",NA,4071,553,46
"347","8/27/14 14:45",23,"Male","No","Yes","Sometimes","No","No","Don't know","No","No","Yes","Yes","Maybe","Yes","Don't know","No","YOU MAY WANT TO THROW OUT MY ENTRY.I answered all of these questions with the assumption that Attention Deficit Disorder is considered a mental illness and with ADD in mind.",1653,13,46
"348","8/27/14 14:45",54,"M","No","Yes","Never","Yes","Yes","Don't know","No","No","No","Yes","No","No","Don't know","No",NA,2809,354,46
"349","8/27/14 14:47",22,"Male","No","No","Sometimes","Yes","Don't know","Don't know","Maybe","No","Some of them","No","No","Maybe","Don't know","No",NA,2121,494,46
"350","8/27/14 14:47",25,"non-binary","No","Yes","Sometimes","Yes","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","No","Yes","No",NA,2002,1115,46
"351","8/27/14 14:49",29,"Male","No","No","Often","No","No","Don't know","Maybe","No","Yes","Yes","Maybe","Maybe","Don't know","No","In Belgium we have all medical care so perhaps some question are not relevant",4888,429,4
"352","8/27/14 14:49",27,"Male","No","Yes","Sometimes","Yes","Yes","Yes","No","No","No","No","No","Yes","Yes","No",NA,2567,238,46
"353","8/27/14 14:51",30,"Male","No","No","Never","Yes","Don't know","Don't know","No","No","Some of them","Yes","No","Maybe","Yes","No","A co-worker recently had mental health issues and my employer was very reasonable with them I don't know the full story but I do know that he was given ample time off and eased back in to the work place.",3539,348,45
"354","8/27/14 14:52",26,"male","No","Yes","Often","Yes","Yes","Don't know","Maybe","No","Some of them","No","No","No","Don't know","No",NA,2222,736,46
"355","8/27/14 14:52",25,"Female","No","No","Sometimes","Yes","No","Don't know","No","No","Some of them","Yes","No","No","No","No",NA,3557,594,42
"356","8/27/14 14:53",31,"Male","No","Yes","Sometimes","No","Don't know","Yes","No","No","Some of them","No","No","No","No","No",NA,4064,467,46
"357","8/27/14 14:54",33,"M","No","Yes","Sometimes","Yes","No","Don't know","Maybe","No","Some of them","Some of them","No","No","Don't know","No",NA,4217,1148,46
"358","8/27/14 14:54",34,"M","No","Yes","Sometimes","Yes","Yes","Yes","Maybe","Maybe","No","No","No","No","Don't know","No",NA,3793,1063,46
"359","8/27/14 14:57",34,"Male","No","Yes","Sometimes","Yes","No","Don't know","Yes","Yes","Some of them","Some of them","No","Maybe","Don't know","No",NA,2173,616,46
"360","8/27/14 14:58",29,"M","Yes","No",NA,"Yes","No","Yes","No","No","Yes","Yes","Maybe","Maybe","Yes","No",NA,1153,258,46
"361","8/27/14 14:59",33,"Femake","No","No",NA,"Yes","No","Don't know","Maybe","No","Some of them","Some of them","No","No","Don't know","No",NA,4250,537,46
"362","8/27/14 15:03",34,"male","Yes","Yes","Rarely","Yes","Don't know","Don't know","No","No","Yes","Yes","No","Maybe","Yes","No",NA,3322,943,18
"363","8/27/14 15:04",26,"male","Yes","Yes","Rarely","No","Don't know","No","Maybe","No","Some of them","Yes","No","Yes","No","No",NA,3017,233,46
"364","8/27/14 15:05",32,"Male","No","Yes","Rarely","No","Yes","Yes","No","No","Some of them","Yes","No","Yes","Yes","No",NA,3787,244,46
"365","8/27/14 15:05",329,"Male","No","Yes","Often","Yes","No","Don't know","Maybe","No","Some of them","No","No","No","No","No",NA,1352,964,46
"366","8/27/14 15:09",28,"Male","No","Yes","Sometimes","Yes","Don't know","Don't know","Maybe","Maybe","No","No","No","No","No","No",NA,3719,273,46
"367","8/27/14 15:11",35,"Male","No","No",NA,"Yes","Yes","Yes","No","No","Some of them","Yes","No","No","Don't know","No",NA,4967,521,46
"368","8/27/14 15:13",36,"Male","No","Yes","Often","Yes","No","Yes","No","No","Some of them","Some of them","No","No","Don't know","No",NA,1027,775,46
"369","8/27/14 15:14",21,"Male","No","Yes","Rarely","Yes","Don't know","Yes","No","No","Yes","Yes","Maybe","Maybe","Don't know","No",NA,4396,944,46
"370","8/27/14 15:15",21,"Male","No","Yes","Sometimes","No","No","No","Yes","No","Some of them","No","No","Maybe","No","No",NA,4963,1180,45
"371","8/27/14 15:15",22,"F","No","No",NA,"Yes","Yes","Yes","No","No","No","Some of them","No","No","Yes","No",NA,3863,957,46
"372","8/27/14 15:20",41,"m","No","Yes","Often","Yes","Yes","Don't know","Maybe","No","Yes","Some of them","No","Maybe","No","Yes",NA,4543,390,46
"373","8/27/14 15:21",55,"M","No","Yes","Rarely","Yes","Yes","Yes","No","No","Yes","Yes","No","No","Yes","No","My refer to the mental health issue of depression.  I might answer differently if I was talking about a more serious issue like schizophrenia",2209,1018,46
"374","8/27/14 15:22",32,"F","No","Yes","Sometimes","Yes","Yes","Yes","Maybe","No","Some of them","Yes","No","Maybe","Yes","No","My employer does what they can providing a wellness program and pointing it out after particularly stressful times. But the interaction between the wellness program and the medical insurance is unpleasant and finding a long-term therapist / psychiatrist covered by insurance is amazingly difficult. My current lack of active treatment is due to insurance friction more than workplace friction.",3856,284,46
"375","8/27/14 15:22",21,"F","No","Yes","Rarely","Yes","No","Don't know","Yes","No","Some of them","No","No","Yes","Don't know","No",NA,1324,1147,46
"376","8/27/14 15:22",45,"M","No","Yes","Never","Yes","Don't know","Don't know","Maybe","No","No","Some of them","No","Maybe","Don't know","No",NA,1158,669,46
"377","8/27/14 15:22",27,"female","No","Yes","Rarely","Yes","No","Yes","Yes","Maybe","No","No","No","No","No","No",NA,2866,88,46
"378","8/27/14 15:22",25,"Female","No","Yes","Sometimes","Yes","No","Don't know","Maybe","No","Some of them","Yes","No","No","Yes","No",NA,1174,682,46
"379","8/27/14 15:22",34,"woman","No","Yes","Rarely","No","Yes","Yes","Maybe","Maybe","Some of them","Some of them","No","No","Yes","No","I work for a university.",1323,110,46
"380","8/27/14 15:23",26,"F","No","Yes","Never","Yes","Yes","Yes","Maybe","No","No","No","No","No","Don't know","No",NA,3493,960,46
"381","8/27/14 15:23",41,"Male","No","Yes","Never","Yes","Don't know","Don't know","No","No","Some of them","Some of them","No","No","Don't know","No",NA,1126,1043,8
"382","8/27/14 15:23",27,"Male","No","Yes","Rarely","Yes","Yes","Yes","No","No","Some of them","Yes","No","Maybe","Yes","No",NA,2559,873,46
"383","8/27/14 15:23",31,"Make","No","Yes","Sometimes","Yes","No","Don't know","No","No","Yes","Yes","No","No","Don't know","No",NA,3747,890,46
"384","8/27/14 15:23",25,"Male","No","Yes","Often","Yes","No","Yes","No","No","Yes","Yes","No","Yes","No","No",NA,4009,1189,18
"385","8/27/14 15:23",26,"M","No","Yes","Sometimes","Yes","No","Don't know","Yes","Yes","Some of them","No","No","No","No","No",NA,2383,172,46
"386","8/27/14 15:23",27,"female","No","Yes","Rarely","Yes","Don't know","Don't know","Maybe","Maybe","No","Yes","No","No","Don't know","No",NA,3225,803,46
"387","8/27/14 15:23",42,"Male","No","No","Never","Yes","No","Don't know","No","No","Some of them","Yes","Maybe","Maybe","Don't know","No",NA,2247,1122,30
"388","8/27/14 15:24",29,"Nah","Yes","Yes","Sometimes","Yes","No","Don't know","Yes","No","Some of them","No","No","Maybe","No","No",NA,2923,299,46
"389","8/27/14 15:24",25,"female","No","Yes","Sometimes","Yes","No","Don't know","Yes","No","Some of them","No","No","Maybe","Don't know","No",NA,1939,665,46
"390","8/27/14 15:24",33,"Female","No","Yes","Rarely","Yes","Yes","Yes","Maybe","No","Some of them","No","No","Yes","Don't know","No",NA,3069,94,42
"391","8/27/14 15:24",99999999999,"All","Yes","Yes","Often","Yes","No","No","Yes","Yes","No","No","Yes","No","No","Yes",NA,4271,836,48
"392","8/27/14 15:24",40,"female","No","Yes","Rarely","No","Don't know","Don't know","Maybe","Maybe","No","No","No","No","Don't know","No",NA,3043,327,46
"393","8/27/14 15:24",31,"Male","No","No","Never","Yes","Don't know","Don't know","Yes","No","Some of them","No","No","No","Don't know","No",NA,1203,686,46
"394","8/27/14 15:24",26,"Male","No","Yes","Often","Yes","Don't know","Don't know","No","No","Yes","Yes","No","No","Yes","No",NA,1368,79,8
"395","8/27/14 15:24",24,"female","No","No",NA,"No","No","No","Yes","Maybe","No","No","No","Maybe","No","Yes",NA,2184,163,46
"396","8/27/14 15:25",29,"Male","No","No","Never","No","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","No","Don't know","No",NA,4572,516,46
"397","8/27/14 15:25",48,"M","No","No",NA,"Yes","No","Don't know","Maybe","Maybe","No","No","No","No","No","No",NA,3575,445,45
"398","8/27/14 15:25",35,"Male","No","No","Sometimes","Yes","No","Don't know","Maybe","Maybe","Some of them","Yes","No","Maybe","No","Yes",NA,4913,973,45
"399","8/27/14 15:25",32,"female","No","No","Never","Yes","No","Don't know","Maybe","No","No","Some of them","No","Maybe","Don't know","No",NA,3213,324,46
"400","8/27/14 15:25",29,"Male","No","Yes","Sometimes","Yes","Don't know","Yes","Maybe","No","Some of them","Some of them","No","Maybe","Yes","No","Being in Canada there are several health options that are available to Canadian citizens/perm residents for free so employers may not provide resources because they are available elsewhere. Otherwise good quiz. I hope this benefits everyone who's dealt with mental health issues in the past!",2776,946,8
"401","8/27/14 15:26",26,"Male","No","Yes","Often","Yes","No","Don't know","Maybe","No","Some of them","Yes","No","No","No","No",NA,1969,590,46
"402","8/27/14 15:26",28,"Male","No","Yes","Sometimes","Yes","No","Don't know","Maybe","No","Some of them","No","No","Maybe","No","No",NA,2055,78,46
"403","8/27/14 15:26",23,"male","No","No",NA,"Yes","Don't know","Don't know","No","No","Some of them","Yes","No","Maybe","No","No",NA,4818,25,46
"404","8/27/14 15:26",35,"M","No","Yes","Sometimes","Yes","No","Don't know","Maybe","Maybe","Some of them","Some of them","No","Maybe","No","Yes","I'm troubled by the way that our hiring process tends to filter out non-neurotypicals of all stripes. Competent people who act a little funny can be hard to hire.",4468,297,46
"405","8/27/14 15:27",29,"male","No","Yes","Sometimes","Yes","No","Don't know","Maybe","No","Some of them","Some of them","Maybe","Maybe","Don't know","No",NA,2523,1133,18
"406","8/27/14 15:27",26,"Male","No","No",NA,"Yes","Yes","Yes","No","No","Some of them","Yes","Maybe","Maybe","No","No",NA,4035,1177,46
"407","8/27/14 15:27",33,"Male","No","Yes","Never","Yes","Yes","Don't know","Yes","Maybe","Yes","Some of them","No","No","Yes","No",NA,4429,149,46
"408","8/27/14 15:27",33,"Male","No","No",NA,"Yes","Don't know","Don't know","Yes","No","Some of them","No","No","Maybe","Yes","No",NA,2029,60,46
"409","8/27/14 15:28",22,"Male","Yes","No","Never","Yes","No","Don't know","No","No","Yes","Yes","Maybe","No","Don't know","No",NA,2943,395,6
"410","8/27/14 15:28",30,"female","No","No",NA,"Yes","No","Don't know","Yes","Maybe","No","No","No","No","Don't know","No",NA,3088,1046,41
"411","8/27/14 15:29",33,"male","No","Yes","Often","Yes","No","Don't know","Yes","No","No","No","No","No","No","No",NA,1920,821,46
"412","8/27/14 15:29",31,"Female","No","Yes","Rarely","No","Don't know","Don't know","Yes","Maybe","No","No","No","Maybe","No","No",NA,4152,1099,46
"413","8/27/14 15:29",21,"male","No","No","Never","Yes","Don't know","Don't know","No","No","Some of them","Some of them","No","Maybe","Don't know","Yes",NA,4166,316,46
"414","8/27/14 15:30",31,"Enby","No","Yes","Sometimes","Yes","No","Don't know","Yes","Maybe","No","No","No","Yes","Yes","No",NA,4542,1119,45
"415","8/27/14 15:31",26,"F","No","Yes","Sometimes","Yes","Don't know","Don't know","No","No","Some of them","Some of them","No","No","Yes","No",NA,1364,689,46
"416","8/27/14 15:31",30,"Male","No","No","Often","Yes","Don't know","Don't know","Maybe","No","Some of them","Yes","No","No","Don't know","No",NA,3218,1173,46
"417","8/27/14 15:31",30,"fluid","No","Yes","Sometimes","Yes","No","Don't know","No","No","Yes","Yes","Maybe","Maybe","No","No","In Germany your employer doesn't really provide mental health benefits. There's a standard and I get that but I would get the same at any other company in Germany.",3526,928,18
"418","8/27/14 15:31",23,"Male","No","No",NA,"Yes","No","Don't know","No","No","Some of them","Yes","Maybe","Maybe","No","No",NA,1532,938,21
"419","8/27/14 15:31",34,"Male","No","No","Never","Yes","No","Don't know","No","No","Yes","Yes","No","Maybe","Don't know","No",NA,4191,1092,15
"420","8/27/14 15:31",55,"M","No","Yes","Sometimes","Yes","Don't know","Don't know","Yes","Maybe","No","No","No","No","No","Yes",NA,1582,448,46
"421","8/27/14 15:32",28,"male","No","Yes","Rarely","Yes","No","Yes","No","No","Yes","Yes","No","No","Yes","No","fwiw I am a co founder of this company and the would you X in an interview questions shouldn't reflect how I would treat anyone addressing their own phys/mental health issue to me in such a situation. ",1436,1205,18
"422","8/27/14 15:32",26,"M","No","No",NA,"Yes","No","Don't know","No","No","Some of them","No","No","Yes","Don't know","No",NA,4499,321,47
"423","8/27/14 15:32",28,"Male","No","Yes","Sometimes","Yes","No","Don't know","No","No","Yes","Yes","Yes","Yes","Yes","No",NA,3244,1003,30
"424","8/27/14 15:34",32,"Male","No","Yes","Sometimes","Yes","Don't know","Don't know","No","No","Some of them","Yes","No","No","Don't know","No",NA,1068,169,45
"425","8/27/14 15:34",28,"Female","No","Yes","Rarely","No","Don't know","Don't know","Maybe","No","No","No","No","No","Don't know","No",NA,3965,1140,46
"426","8/27/14 15:34",21,"M","No","No","Sometimes","No","Yes","Yes","No","No","Some of them","Some of them","Maybe","Maybe","Yes","No",NA,4571,737,46
"427","8/27/14 15:35",24,"Male","No","Yes","Sometimes","Yes","No","Don't know","Yes","No","Some of them","Some of them","No","Maybe","No","Yes",NA,4103,766,46
"428","8/27/14 15:35",26,"Female","No","No",NA,"No","Don't know","Don't know","Maybe","No","Some of them","No","No","No","Don't know","No",NA,2418,93,46
"429","8/27/14 15:35",23,"Male","No","No",NA,"No","No","Don't know","No","No","Yes","No","No","Yes","Don't know","No",NA,4345,228,46
"430","8/27/14 15:36",24,"Female","No","No",NA,"Yes","Yes","Yes","No","No","Some of them","Some of them","Yes","Yes","Yes","No",NA,2160,627,46
"431","8/27/14 15:36",28,"Male","Yes","No","Never","Yes","No","Don't know","Maybe","No","Some of them","Yes","No","No","Yes","No",NA,4472,774,8
"432","8/27/14 15:38",24,"F","No","Yes","Rarely","Yes","No","Don't know","Yes","No","No","Some of them","No","Yes","Yes","No",NA,4756,350,46
"433","8/27/14 15:38",33,"male","Yes","Yes","Often","Yes","No","Yes","Yes","Maybe","Some of them","Some of them","Yes","Yes","Don't know","No",NA,3067,618,46
"434","8/27/14 15:38",34,"male","No","No","Sometimes","Yes","No","Don't know","Maybe","No","Yes","Yes","No","Maybe","Don't know","No",NA,3942,955,46
"435","8/27/14 15:38",27,"female","No","Yes","Sometimes","Yes","No","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No","I talked to a psychiatrist once about taking medical leave for mental health issues with his referral. He was willing to help but warned me that I may not want to as he's seen that sort of thing follow people throughout their tech careers (word gets out even if it's confidential at work). I've been terrified of bringing mental health up anywhere that coworkers or potential employers could see ever since.",1707,301,46
"436","8/27/14 15:38",28,"Male","No","No","Never","Yes","Don't know","Don't know","No","No","Some of them","Yes","No","No","Don't know","No",NA,3207,501,46
"437","8/27/14 15:39",26,"Male","No","No",NA,"Yes","Don't know","Don't know","No","No","Some of them","Yes","No","No","Don't know","Yes",NA,1800,146,46
"438","8/27/14 15:40",20,"Male","No","No",NA,"Yes","Don't know","Yes","No","No","Some of them","Yes","No","No","Don't know","No",NA,1089,246,1
"439","8/27/14 15:43",23,"female","No","Yes","Sometimes","Yes","Don't know","Don't know","Maybe","No","Some of them","No","No","Maybe","Don't know","No",NA,3695,558,46
"440","8/27/14 15:43",29,"Male","No","Yes","Rarely","Yes","Yes","Yes","No","No","Yes","Yes","Maybe","Maybe","Yes","No",NA,3273,1038,46
"441","8/27/14 15:43",26,"Male","No","No","Sometimes","Yes","No","Don't know","Maybe","Maybe","No","No","No","Maybe","No","No",NA,1206,589,45
"442","8/27/14 15:43",36,"Male","No","No","Rarely","Yes","Don't know","Don't know","Maybe","No","No","No","No","No","Don't know","No",NA,3398,502,46
"443","8/27/14 15:44",41,"m","No","Yes","Sometimes","Yes","Yes","Yes","Maybe","No","Some of them","Yes","Maybe","Yes","Yes","Yes",NA,3461,362,46
"444","8/27/14 15:44",33,"female","No","No",NA,"Yes","No","Don't know","No","No","Some of them","Yes","No","No","Yes","No",NA,3651,606,46
"445","8/27/14 15:46",23,"M","No","Yes","Sometimes","Yes","No","Yes","No","No","Yes","Yes","No","No","Yes","No",NA,1441,790,8
"446","8/27/14 15:46",39,"Male","No","No","Often","Yes","Don't know","Don't know","Yes","No","Some of them","Some of them","No","Maybe","No","Yes",NA,1537,905,46
"447","8/27/14 15:47",34,"M","No","No",NA,"Yes","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","Maybe","Don't know","Yes",NA,1630,407,46
"448","8/27/14 15:47",26,"F","No","Yes","Sometimes","Yes","No","Don't know","Yes","Maybe","Some of them","Some of them","No","No","No","Yes",NA,1031,1070,46
"449","8/27/14 15:50",24,"Male","No","Yes","Rarely","Yes","No","Don't know","No","No","Some of them","Yes","No","No","Don't know","No",NA,3251,119,46
"450","8/27/14 15:51",37,"Male","No","Yes","Rarely","No","Yes","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No",NA,2324,51,8
"451","8/27/14 15:53",43,"Male","Yes","Yes","Often","Yes","No","Yes","No","No","Yes","Yes","Maybe","Maybe","Yes","No","So much depends upon the organization. ",1986,239,46
"452","8/27/14 15:53",40,"Genderqueer","No","No","Never","Yes","Don't know","Yes","Yes","Maybe","No","Some of them","No","Maybe","Yes","No",NA,1612,473,46
"453","8/27/14 15:54",30,"male","No","Yes","Often","Yes","No","Don't know","Yes","No","Some of them","No","No","No","No","Yes",NA,1722,1244,46
"454","8/27/14 15:55",34,"M","No","Yes","Sometimes","Yes","No","Don't know","Yes","Yes","Some of them","No","No","No","Don't know","No","Now at starutp.  Previously worked at big tech company which was actually quite good at supporting mental health issues.  Still wouldn't share with bosses/other employees though as there remains a strong negative stigma.",1787,447,46
"455","8/27/14 15:55",27,"Male","No","Yes","Sometimes","Yes","Don't know","Don't know","Yes","No","No","No","No","Yes","Don't know","No",NA,1898,164,46
"456","8/27/14 15:55",36,"Male","No","No","Sometimes","Yes","No","Yes","No","No","Yes","Yes","Maybe","Yes","Don't know","No",NA,1603,523,46
"457","8/27/14 15:56",27,"Male","No","No","Rarely","Yes","No","Don't know","Maybe","No","Some of them","Some of them","No","Maybe","No","No",NA,4267,720,6
"458","8/27/14 15:58",35,"Male","No","No","Never","Yes","No","Yes","Yes","No","No","No","No","Maybe","Don't know","No","Nice job on the text field for gender :-)",4894,161,29
"459","8/27/14 15:59",32,"Male","No","No","Never","Yes","No","Don't know","Maybe","No","Some of them","No","No","Yes","Yes","No",NA,4953,1163,45
"460","8/27/14 15:59",37,"M","No","No",NA,"Yes","No","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No",NA,2338,157,46
"461","8/27/14 16:00",29,"Male","No","No",NA,"Yes","Don't know","Don't know","No","No","Some of them","Yes","Maybe","Maybe","Yes","No",NA,4702,565,45
"462","8/27/14 16:01",33,"Female ","No","No","Never","Yes","Yes","Don't know","Maybe","No","Some of them","Yes","No","No","Yes","No","I currently have the best managers I've ever worked with. I don't have any issues but one of my coworkers recently did and it was handled extremely well. ",3786,451,46
"463","8/27/14 16:01",28,"Make","No","No","Sometimes","Yes","No","Don't know","Yes","Maybe","Some of them","No","No","No","Don't know","No",NA,2133,575,46
"464","8/27/14 16:02",26,"Female","No","No","Never","Yes","No","Don't know","Maybe","Maybe","Some of them","No","No","Maybe","No","No",NA,3964,82,46
"465","8/27/14 16:03",27,"M","No","Yes","Sometimes","Yes","Don't know","Don't know","Yes","No","Some of them","Yes","No","Maybe","Yes","No",NA,4531,1252,46
"466","8/27/14 16:04",38,"Male","Yes","Yes","Sometimes","Yes","No","Yes","Maybe","Maybe","Some of them","Yes","No","Maybe","Yes","No",NA,1754,712,45
"467","8/27/14 16:06",57,"M","No","Yes","Rarely","Yes","No","Don't know","Maybe","No","Some of them","Yes","No","Maybe","No","No",NA,2545,795,46
"468","8/27/14 16:07",28,"Male","No","Yes","Sometimes","Yes","No","No","Yes","Maybe","No","Some of them","No","Maybe","No","No",NA,4541,44,45
"469","8/27/14 16:10",26,"male","No","No","Never","Yes","No","Don't know","Maybe","No","Yes","Yes","Maybe","Maybe","No","No",NA,4411,557,16
"470","8/27/14 16:11",42,"f","No","Yes","Rarely","Yes","No","Yes","Yes","No","Some of them","No","No","Maybe","Don't know","No",NA,3264,274,29
"471","8/27/14 16:13",31,"Male","No","Yes","Sometimes","Yes","Yes","Yes","No","No","Some of them","Yes","No","No","Yes","No",NA,3846,23,46
